"ASVID"	"AS1A1"	"AS1A2"	"AS1A3"	"AS1B1"	"AS1B2"	"AS1B3"	"AS1C1"	"AS1C2"	"AS1C3"	"AS2A1"	"AS2A2"	"AS2A3"	"AS2B1"	"AS2B2"	"AS2B3"	"AS2C1"	"AS2C2"	"AS2C3"	"S3C1"	"S3C2"	"S3C3"
"186"	"6f02eeae53e750761bb04649c8dc716c"	4	0	5	2	3	2	3	0	8	2	6	14	5	3	0	3	7	0	4	11	0
"187"	"1d8bc699099f568121f6327a6af6b701"	10	3	0	8	9	15	0	0	1	0	7	1	9	6	9	0	2	2	0	0	0
"188"	"764bc0a061b1e4266fc8c41d81be1248"	0	0	2	15	8	7	5	0	0	6	7	0	2	6	9	7	5	1	0	2	0
"189"	"c7ddb5bd25075a80bea1a1e7eb890897"	3	0	7	13	10	0	2	0	1	1	10	0	9	7	13	3	0	0	0	3	0
"190"	"6b238397e56af7a05cd5d50d61184d3a"	10	3	2	5	7	10	2	0	3	6	6	11	6	2	6	1	0	0	1	0	0
"191"	"6de12941e682b4785674054f5a79c04d"	4	2	8	10	4	0	1	4	8	5	0	4	4	0	0	6	11	10	0	0	0
"192"	"55200944827fe082e1fce85b172716b8"	10	0	0	11	3	6	4	3	6	6	6	4	4	4	7	0	3	2	0	2	0
"193"	"b267c85bd70a829d4ed87a68a14c55a2"	12	0	0	0	15	0	0	0	0	0	16	0	17	8	13	0	0	0	0	0	0
"194"	"eac11b269dc0957ef8b25a4e5942bb10"	5	3	5	0	9	0	0	5	13	2	1	10	0	2	1	10	5	8	0	0	2
"195"	"11db20e10a0fb10fb427999a29822faf"	6	0	1	3	7	3	0	7	8	4	4	8	0	0	0	9	6	8	3	3	0
"196"	"8ecbf6cafcd8d15005b60afcbad7b4aa"	7	0	0	18	7	11	5	2	2	0	4	8	0	5	8	0	0	3	0	0	0
"197"	"fc002e573ba4b30b44cbbf5e2cf8381c"	5	3	3	15	0	7	0	1	2	4	3	10	1	3	3	6	4	9	1	0	0
"198"	"ec92a86adc6dd8925fc1d0f9b96eaca3"	0	0	0	0	1	0	8	3	7	1	1	4	4	0	2	15	11	8	7	7	1
"199"	"8fefa7c07f7ede7957b2736b3c3df89b"	2	1	3	2	0	2	7	0	6	13	5	7	18	7	5	0	0	0	0	2	0
"200"	"f49647b0aaa4def24ce94c6f00ac8165"	4	5	0	5	3	0	0	4	6	15	11	6	14	0	6	0	0	0	0	0	0
"201"	"271b2b8897cd63412906cf8c4b7b69d5"	2	0	1	2	2	0	6	0	9	0	3	4	3	2	2	11	4	10	6	12	0
"202"	"76184c059746acc123b6fbccf13d2bc6"	0	0	3	0	0	1	0	8	2	9	0	4	7	1	3	7	16	12	0	4	2
"203"	"8cf0c6b2f38927f7adbdbbd72bf23f75"	4	0	7	12	0	12	0	12	5	5	3	12	0	0	0	4	0	3	0	0	0
"204"	"ac0db17c2f8e891a6cc0816ad87f7421"	0	0	2	0	10	0	8	0	15	0	0	0	0	0	0	18	17	0	3	6	0
"205"	"6d4304d118fc9d63e6b7ad3ec333b269"	11	0	3	0	20	16	2	0	2	6	0	8	0	2	5	1	0	3	0	0	0
"206"	"b7fc5ad434f536745d89365f829dc573"	0	4	2	0	4	2	12	0	12	2	2	4	0	0	3	7	2	6	3	12	2
"207"	"644ec78798c6832adbfad577eaed4b65"	0	0	4	15	17	0	0	0	8	0	0	0	10	0	0	15	0	10	0	0	0
"208"	"9cd97add3156bbebf061028f27419f5d"	0	0	0	0	0	0	14	0	18	1	0	0	0	1	0	14	1	11	3	15	0
"209"	"f6622ee54c7167e66cc87fc7d4377991"	8	9	8	0	8	4	0	0	0	0	8	0	5	14	9	5	0	0	0	0	0
"210"	"1d68dddb659101d1cb5a69d3b6e392b0"	5	2	0	2	4	6	4	0	1	0	0	0	0	0	0	23	10	21	0	0	0
"211"	"1b91ba705ec7fe860f4a6d78920a709e"	0	0	0	0	2	7	6	3	0	0	0	3	0	0	0	11	17	15	3	5	6
"212"	"ee18b156b1bea21771e0da0cd32d5509"	1	2	6	0	6	18	0	0	2	6	6	4	6	5	14	0	2	0	0	0	0
"213"	"6d7190f3823f6db6074daf79235736e1"	6	5	2	7	11	8	0	3	0	0	4	12	8	5	0	3	0	3	0	0	0
"214"	"dcdbd38c6481d04d0559fd8506474c49"	0	11	22	0	3	0	0	0	21	0	0	0	11	0	0	0	4	0	0	4	1
"215"	"0216a89b0a0defe0d732d410b18ba1dc"	0	0	0	0	2	0	6	2	13	0	0	0	0	0	2	16	22	13	0	0	0
"216"	"e2dbed5599eb1a876759cc277f26aed9"	1	0	1	6	21	8	1	0	0	4	0	7	14	0	10	0	0	0	0	2	0
"217"	"8452255a1b41e3c6e7272e0c8e3309ad"	0	2	0	0	2	0	0	7	21	0	0	4	0	0	0	11	0	28	0	0	0
"218"	"3c80e0c1a1b9360c45941012dc151f08"	2	0	3	3	0	0	4	0	3	0	2	0	5	2	5	7	4	5	5	19	5
"219"	"e8c0d55a2c4eb430972d7c676db0ae83"	0	0	0	0	2	0	0	2	11	0	0	0	0	0	2	19	24	14	0	0	0
"220"	"0d66db2b8dfbf27cb74f72cf408ecac1"	4	0	0	0	0	3	5	13	12	0	2	6	1	0	5	4	7	6	3	0	3
"221"	"1ed675c49ea466a0d9216502cdb9bf38"	7	2	8	5	11	14	0	0	0	5	4	6	1	3	6	1	1	0	0	0	0
"222"	"f308be5306bbd5fc1c801c49200353f6"	0	0	8	7	3	1	2	5	0	7	0	0	0	0	8	10	0	17	0	0	6
"223"	"9c3d83c4cb0830e0435fa7b5fbf0cb33"	0	2	0	4	0	3	7	5	12	1	0	0	0	0	0	9	13	10	1	7	0
"224"	"3c7a93b230502cfb1b2bf317975b4fa5"	8	3	5	7	5	3	0	0	0	7	0	9	14	0	13	0	0	0	0	0	0
"225"	"26b883819cbadd6ea40d01d53e70dc33"	0	0	0	3	0	1	5	5	10	2	0	0	3	2	0	17	13	13	0	0	0
"226"	"553c2237c9e3f1e280a9643a01d26a68"	0	1	5	0	7	13	6	0	4	0	5	0	5	2	2	11	5	2	0	5	0
"227"	"e081cbba9a0c4bd63b91371ccb8941e8"	0	0	4	8	20	16	1	2	3	0	0	5	7	1	2	0	2	2	0	0	0
"228"	"5166ad077a7a7a613353479295b7cc3b"	1	0	0	0	3	0	0	0	0	0	0	20	13	0	0	18	8	0	0	10	0
"229"	"f026792b9828913ed5864ca98149cd50"	3	7	5	7	0	0	12	0	7	2	3	0	0	6	0	2	6	8	0	5	0
"230"	"c3ea7bf953598a45a2b1a8897c0d4b0b"	0	0	0	0	1	3	6	5	14	0	0	0	0	0	0	12	20	12	0	0	0
"231"	"cb9ce9731e2fe4c934022d87736dfa91"	0	0	0	2	3	0	1	2	9	0	0	0	2	0	0	17	30	7	0	0	0
"232"	"7db330b73d152271e3e7fc73957a8e54"	0	0	21	0	0	0	5	0	1	17	9	13	1	0	6	0	0	0	0	0	0
"233"	"e33ac0431dab50deaf0925c6352a3ac8"	25	11	8	6	3	0	0	0	0	10	0	2	4	1	3	0	0	0	0	0	0
"234"	"176c488f8c50dfa217d4b418afdc1300"	0	0	0	0	2	0	3	2	7	0	0	0	1	0	0	11	3	13	6	19	6
"235"	"38cf8cc6d8c44a1641bd12a1644b5ebb"	18	4	4	4	8	4	3	0	2	0	6	9	0	0	10	0	0	0	0	0	0
"236"	"65ad165778375d0f7fdb81f43721b445"	6	0	3	5	0	0	6	11	6	10	0	0	0	0	0	10	7	8	0	0	0
"237"	"91cb77f63f3901c2aa4a6d7d60f69845"	11	3	10	9	1	4	5	1	6	0	6	0	0	2	7	3	0	4	0	0	0
"238"	"37754d243659076fced3ae41e7c70fad"	0	0	2	25	16	27	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
"239"	"a52c60b7685ae77d76c8227ff7ac3fb7"	12	4	8	8	0	9	0	0	0	0	6	13	11	0	0	0	0	0	0	0	0
"240"	"3eab890cce901cbcac5f2a963dae6252"	3	0	0	2	8	0	5	1	5	0	4	9	0	9	11	0	5	6	0	0	3
"241"	"8b9acf1496e0cfbcdc22987b5b6812ac"	0	0	0	5	0	0	12	5	7	2	3	6	0	0	0	10	9	12	0	0	0
"242"	"6074d4a45b22ad20d5f6fd74f1afd0af"	1	0	3	0	4	4	2	5	6	2	0	6	0	0	0	5	10	13	3	5	2
"243"	"8ca806e22c5c760aa3f2a29859bda948"	0	0	0	2	3	0	11	13	20	0	0	2	0	2	0	8	0	0	3	4	3
"244"	"4be266609c015d66bd968544138f5113"	2	0	2	3	0	2	13	18	15	0	0	0	4	3	0	0	1	3	0	1	4
"245"	"17b1cad0329e10a8badab9c62cc50815"	6	7	11	0	9	0	0	3	3	11	0	0	3	4	8	2	0	3	0	0	0
"246"	"d8efcc388de8aa515538ef6a5cd6ce77"	0	4	3	4	6	6	0	7	11	3	0	0	0	0	0	9	5	0	0	10	2
"247"	"41081e4496e17fe07be8dcc79b36e081"	0	2	0	0	10	0	0	0	0	2	0	4	6	0	0	21	25	0	0	0	0
"248"	"790ca3654b4660638974a741e76a8995"	8	2	7	0	7	17	0	0	0	0	7	9	2	0	5	0	6	0	0	0	0
"249"	"11e4f463b32bc0ba553a7e9e4498761e"	5	2	2	14	2	0	7	1	3	4	4	8	7	4	5	1	0	0	0	0	0
"250"	"697e78686b2546748966442df023233d"	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	15	14	32	0	0	0
"251"	"701fb9394683a9e6a2a43a45d879f2b6"	0	0	0	0	0	0	10	16	14	2	3	0	0	0	2	15	0	6	0	0	0
"252"	"62b08259a441b2ec0093c8822a1abe69"	5	2	0	0	0	3	7	19	12	0	1	0	0	0	0	0	7	0	2	6	4
"253"	"9e76fb053bbe5c788c596deaecbd11c5"	18	0	11	6	3	0	2	7	0	0	0	6	1	2	3	0	1	7	0	0	0
"254"	"781979a3298d7ac0d570312eb67c2f57"	5	7	4	8	4	5	3	0	7	0	2	7	0	0	7	5	0	3	0	0	0
"255"	"510cdd6a501e21a12c1243730d349064"	1	1	0	13	10	9	4	0	0	2	3	2	7	2	12	0	0	1	0	0	0
"256"	"255d788f61e498f4c718cd35d6117a8c"	3	2	2	0	5	2	3	5	13	2	2	8	2	0	0	0	13	0	0	5	0
"257"	"8a959c887d9cbaa18f94629190922359"	10	6	10	9	0	0	0	0	0	0	8	11	0	5	8	0	0	0	0	0	0
"258"	"42f3d1c6e0ede51fb3b386b0acbf1255"	7	0	5	4	0	6	0	3	1	14	0	6	8	1	9	2	0	0	0	0	0
"259"	"7ca6f5805e9d40b75c9ad53167c76c16"	6	2	3	4	6	1	4	2	0	5	3	9	9	7	5	0	0	0	0	0	0
"260"	"5679f1f6dc54a2df3e0b9624d7d36ff6"	10	14	2	0	7	3	5	3	2	0	3	4	0	2	2	1	6	2	0	0	0
"261"	"387b489b1bbbbb26c931fa85b4c77b79"	2	0	0	11	6	10	0	0	2	2	5	12	0	2	7	1	0	6	0	0	0
"262"	"e0c92c66562d60240eb7de5b9cf0fa2a"	0	0	2	6	3	0	12	0	11	2	2	0	0	0	0	7	4	5	3	9	0
"263"	"efc3631b3e371354f59ec758f0681fd2"	0	7	6	6	0	7	4	5	4	10	9	3	2	0	0	0	2	0	0	0	0
"264"	"7490cffb6a45c23628382b5e464f42e3"	2	0	0	3	3	0	7	6	0	0	0	0	5	0	0	11	5	4	5	14	0
"265"	"b32e6b20fdc1f49d2af031f464177c9d"	5	0	10	3	5	0	0	0	5	0	0	17	5	0	5	0	8	0	0	2	0
"266"	"084b3457892d19db23d2b45ab2e7e62e"	4	0	10	0	2	0	6	9	10	3	5	0	0	0	3	3	9	0	0	1	0
"267"	"2eaba5fd2fe8d3e999644d45ae21d9b3"	9	0	3	11	3	0	4	0	0	8	11	9	1	0	1	0	0	5	0	0	0
"268"	"b2d89e44e557ef4cd359806dd956ec9d"	7	2	5	0	9	0	6	0	2	14	0	0	11	0	5	0	0	4	0	0	0
"269"	"d26002b5e6209b89ac4bc47e786c314c"	11	2	4	2	8	4	10	5	2	0	5	0	5	0	3	4	0	0	0	0	0
"270"	"c7cde4f9782055ec4e1f8e725953ccfa"	0	0	0	8	0	0	3	0	8	0	0	0	1	0	0	15	20	10	0	0	0
"271"	"d5b57134d6a95e104039f0f4048e9b4a"	6	2	5	0	3	0	4	4	3	9	7	10	5	0	3	0	0	4	0	0	0
"272"	"d752bb31e4da4a46edcf8aaadadaf2ba"	4	0	8	7	6	2	0	2	0	10	4	5	17	0	0	0	0	0	0	0	0
"273"	"f6860e8f593409f8eeb5135ade4c90f8"	2	0	0	0	0	1	22	7	26	0	0	0	0	0	0	5	0	2	0	0	0
"274"	"c46054c40fc84b35f7c5b72351725897"	0	0	0	0	9	0	10	3	11	0	0	0	0	0	0	12	10	9	0	1	0
"275"	"1dac5f2a1d0375081bca1797fce669db"	0	0	0	3	2	1	1	4	6	1	0	0	0	0	0	7	18	17	0	5	0
"276"	"38fa5a54acaddff6d6a0102bc333bf8a"	3	0	0	4	0	5	9	5	13	4	6	0	4	4	5	1	0	1	0	0	0
"277"	"cc1c11c41c25adcb60d870d8d4f007ab"	0	1	0	0	4	0	7	7	5	0	0	3	15	0	4	4	3	0	0	8	3
"278"	"462be3488a923c2c8a7de754b03d74ea"	4	5	2	0	12	11	0	1	7	4	1	0	0	2	0	5	10	0	0	0	0
"279"	"3778fdf30afc0916afdb948e880a5123"	0	4	0	0	13	0	2	2	3	12	6	0	4	0	13	2	0	3	0	0	0
"280"	"00caa8f55782789240d7469697b80ffe"	9	7	7	0	7	6	0	0	0	19	4	0	5	0	0	0	0	0	0	0	0
"281"	"cab2a3359ebfca9bd72842d292a13826"	7	3	4	10	9	6	0	0	3	1	11	6	0	2	2	0	0	0	0	0	0
"282"	"04deb8eca1a5b3435789538eb4718cc0"	0	0	2	1	0	0	2	3	2	1	3	0	0	0	2	0	20	5	5	12	5
"283"	"4d04e4ee77323f8ce0a1ea0c8548a8cd"	11	0	7	5	3	3	2	0	3	3	0	5	6	2	9	0	0	4	0	0	0
"284"	"80d6d6e3369e6c49ca065155b1bd1830"	0	0	2	0	4	0	2	5	7	0	9	0	16	4	7	0	5	0	0	2	0
"285"	"62fa6c1304fc86911bc8465a19b15ba2"	0	2	2	13	5	3	3	3	11	0	3	0	3	0	0	0	0	8	0	4	3
"286"	"1ca1f72639da47099c4475102ddc868b"	0	3	1	1	0	7	11	1	5	4	3	0	1	1	8	4	0	12	0	0	0
"287"	"aeb99ef129f6c1c7915cc7912b6ac345"	0	3	1	2	0	0	13	9	21	0	5	4	0	0	0	0	0	0	0	4	0
"288"	"e5f9fc03edfabb5594cebf42e26b55e6"	7	0	5	0	9	4	4	2	6	3	4	4	0	2	2	4	4	0	0	2	0
"289"	"fbf3f0bd5363e2cd9f9cbf1bde978476"	11	4	7	6	4	6	0	0	0	12	3	0	0	4	5	0	0	0	0	0	0
"290"	"118555f13d76cc15a3fe42267178e344"	8	3	8	0	1	5	0	0	2	7	13	7	0	3	5	0	0	0	0	0	0
"291"	"81163964f78d8f01812c6fed170f7066"	0	4	8	6	5	2	6	0	5	2	9	0	0	0	6	7	0	2	0	0	0
"292"	"1f5906da413c981ce6bb631d895db0ef"	0	3	0	2	2	3	7	2	0	0	5	14	3	0	0	3	4	7	0	7	0
"293"	"cefd7275485e91b65b08b227fce60086"	0	0	0	0	0	0	0	2	16	1	0	2	0	0	0	5	6	19	0	9	1
"294"	"70cee13ff305f64b9984ddab4aa18e87"	4	1	6	3	6	10	3	0	4	2	0	4	7	2	6	2	1	0	0	0	0
"295"	"c692ebf24b17ab9bc49fb45dc09acecd"	0	2	5	0	4	3	3	0	8	0	0	4	2	2	2	6	6	9	2	0	2
"296"	"a9854cf47afd1da6e8e9696b9401e5c1"	0	0	0	2	0	1	5	0	1	0	0	1	0	0	1	20	14	15	0	0	0
"297"	"5f2bcc3fd49550464717db79139ace72"	0	7	10	10	0	0	0	0	0	0	0	23	0	10	0	0	0	0	0	0	0
"298"	"e627af439e9e728ec0214cf52b729b74"	7	1	4	5	0	11	0	0	2	3	9	6	3	3	6	0	0	0	0	0	0
"299"	"5a289176f20ade7af57069a51d3a6044"	0	3	0	0	8	4	0	0	0	9	0	19	0	2	10	4	0	0	0	1	0
"300"	"366033d30bfc3d8216d7907c20a68764"	0	1	15	9	8	0	3	1	0	0	0	0	0	5	8	0	8	1	0	0	0
"301"	"7f3c39ed4fb3a76227ee15457760ffe1"	0	0	0	3	0	0	0	7	4	0	0	0	0	0	0	5	9	11	7	10	3
"302"	"192a630086ae7f4adbd2b615bcb32eba"	6	3	4	9	0	15	0	0	0	0	2	0	4	6	10	0	0	0	0	0	0
"303"	"a83f56aa45c87023a1edbdc26f10e245"	17	0	18	0	3	0	0	0	4	0	13	0	0	0	0	0	4	0	0	0	0
"304"	"4b883c470bac55647b48c4bdec290459"	0	0	0	9	11	0	5	0	3	5	0	8	0	0	0	0	11	7	0	0	0
"305"	"fda6cfed7cab0c3df450acc39b25254c"	0	0	0	1	7	11	0	0	4	16	1	0	5	0	0	0	3	0	0	8	2
"306"	"246be91bc3736ffc095e82bc6d0ab96f"	3	0	2	8	7	0	0	8	4	4	0	3	0	0	3	5	4	7	0	0	0
"307"	"328989169db4da55bf26f71832d5a2aa"	0	5	1	4	0	13	0	2	0	5	4	3	3	3	4	0	3	8	0	0	0
"308"	"31ecb85bcb2196511e0152bad028d9c5"	0	0	0	9	4	3	0	3	0	5	5	13	0	3	1	6	5	0	0	0	0
"309"	"07f09431bf23984507a3a6412557bfac"	0	0	0	3	0	0	0	9	12	0	0	0	4	0	0	14	0	12	0	3	0
"310"	"08b8313963e6c0c3c1c99bcb724149c0"	5	4	1	3	4	3	0	3	2	4	0	4	0	2	3	2	8	9	0	0	0
"311"	"ad60263508e0a0d50e377684a4e4cd34"	5	0	2	7	0	2	6	5	8	2	0	2	0	0	3	6	2	3	0	4	0
"312"	"156be7fbe4befc31c590595067221d6c"	4	0	4	13	0	13	0	0	0	0	0	8	5	0	5	0	5	0	0	0	0
"313"	"dd451350b1c30fdee7a22f1d516c0812"	5	2	0	0	1	6	3	0	6	6	1	7	7	3	0	3	4	0	0	3	0
"314"	"dcf9c9c2ae83b24bdaa564d205966894"	0	2	0	12	13	0	0	3	5	0	0	8	10	0	2	0	0	2	0	0	0
"315"	"a7d5cddeb27636fdbdf23a25a82060d5"	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	9	17	13	0	13	0
"316"	"0bcb8b24ca3a533947cf229d4bf6f097"	0	0	3	11	0	1	1	0	0	7	2	4	15	0	12	0	0	0	0	0	0
"317"	"f10cfe32d08c588fd6fd4a90f306ed08"	0	0	0	0	0	0	1	8	11	0	0	0	0	0	0	11	0	12	4	5	4
"318"	"cf48a62b95cce7e366e993d67af033c7"	0	0	0	9	1	13	0	4	0	5	3	6	6	0	6	1	1	0	0	0	0
"319"	"3a67f57c85b9a8de14ac61077130410b"	2	0	0	9	5	8	0	0	0	13	0	1	0	2	7	2	0	4	1	0	1
"320"	"65381b4aff0bc9ed307757ee2b123a6b"	0	0	0	0	3	3	0	0	0	0	0	5	0	2	0	21	21	0	0	0	0
"321"	"af07093326957f38859d60fb2ce9ddba"	4	1	0	0	0	5	3	3	10	0	3	8	0	4	0	5	6	3	0	0	0
"322"	"d32d60ace4362f518f353d54eb6e90e7"	0	0	6	5	0	10	0	0	0	15	0	8	9	0	0	0	0	0	1	0	0
"323"	"b2bed71264cb11c1d2a8381e0a8f4ada"	6	2	3	18	6	9	0	0	0	0	0	3	0	0	7	0	0	0	0	0	0
"324"	"1864ae10709ac9e998c8efd8a19c55a6"	8	5	0	0	0	8	0	0	0	7	0	17	5	2	0	0	2	0	0	0	0
"325"	"2fa4049a71cc016eab91a0bfa556296a"	1	4	6	0	0	4	0	0	1	0	9	0	5	0	0	0	1	11	7	4	1
"326"	"4bad4b79fbf46713db1b2367277a6dac"	11	0	6	10	4	7	1	0	0	0	3	4	0	2	0	5	0	1	0	0	0
"327"	"53cdc637585408abf66a2edac1bd3a40"	1	0	2	2	8	0	0	0	4	5	0	10	0	9	0	2	4	5	0	0	2
"328"	"14cc41784be4cf14176be70bbfc9575d"	0	3	0	3	0	12	3	2	0	0	2	5	5	4	8	0	4	3	0	0	0
"329"	"53f3093a2ed213eea848582b4dad1182"	4	7	10	2	2	4	0	1	0	5	2	0	8	0	9	0	0	0	0	0	0
"330"	"b5744b5b276da1f3f18babc3d5275a45"	11	0	5	1	2	4	0	0	2	6	4	4	8	0	7	0	0	0	0	0	0
"331"	"12323b61b306e63c0fa865e74300d612"	0	0	0	0	1	0	3	3	4	0	3	0	0	0	0	6	16	14	0	3	0
"332"	"d58e2541f64ccc42c50762fb77fdeb15"	1	3	5	0	6	2	0	0	3	7	2	11	5	6	0	0	0	2	0	0	0
"333"	"fa6e6745ea3fa7ed5b4da3a2b41b567c"	2	3	3	0	2	3	2	3	4	3	0	4	3	0	3	5	5	4	0	4	0
"334"	"3fcdd5b5d8ae87f620928e01c99af1c0"	4	0	3	6	6	2	0	2	4	0	2	8	5	2	2	4	3	0	0	0	0
"335"	"87934ead80e70eab002aa639497f48cf"	2	0	0	0	0	0	4	10	0	0	0	0	0	0	0	7	7	10	3	10	0
"336"	"d51cbabb78ea89c163e267b65d532d30"	4	2	5	0	10	4	0	0	0	4	5	2	8	4	4	0	0	0	0	0	0
"337"	"177308d209f219ed26600db6da2865d7"	0	0	0	0	0	0	16	8	2	0	0	0	0	0	0	4	5	4	0	11	2
"338"	"8ad54e3878c3d90baa73412bd1bc8eae"	0	2	9	0	8	9	2	0	0	0	0	0	0	6	6	9	0	0	0	0	0
"339"	"0ca356ab7d769ab1308c2b2bf215bc05"	2	0	1	0	0	4	2	2	0	0	2	0	2	1	2	3	2	6	4	13	5
"340"	"d51365f47eedb9927e043d2fde6374b2"	0	0	0	0	0	0	5	5	7	4	0	0	0	0	1	0	8	18	0	3	0
"341"	"d0a724323293c6ca59366bbf57e2faa4"	0	0	0	0	0	0	0	2	11	0	2	10	0	0	3	9	0	4	2	6	2
"342"	"25b3fcdc47667e2bc8d82e6f0ee57a6e"	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	12	11	10	7	9	1
"343"	"ffc226dfd55ad9dd99341f52c9802b26"	2	0	0	3	0	4	7	14	14	0	0	0	0	0	0	0	3	0	0	4	0
"344"	"398a3cf1ff1cfb08e45650a8bb6f0905"	0	0	0	2	0	0	0	0	0	0	3	8	1	0	0	0	15	17	0	3	2
"345"	"d9610fba9f762e950374735838f9a3f6"	1	0	0	5	1	4	5	6	0	3	6	0	2	2	5	4	0	0	7	0	0
"346"	"9d26e12b9aa24eaee624558acd29e53b"	3	0	0	6	2	1	0	0	0	9	9	4	7	3	7	0	0	0	0	0	0
"347"	"5c7b7d4f0d9b8aeb08773acf2b005812"	0	0	7	7	10	3	4	7	2	1	0	4	0	0	3	1	0	0	0	1	0
"348"	"8a555e023c17ff58e5c375c5704b0703"	2	2	2	2	0	1	3	3	4	5	0	2	0	0	0	10	5	5	0	2	2
"349"	"8ac37a3b1a0fac9752a2b4bb1e472110"	0	0	5	0	0	5	0	0	0	1	3	0	6	2	6	4	2	9	0	7	0
"350"	"44e74407a781bef10be95dbac214469f"	5	0	7	0	0	8	0	0	7	14	0	0	9	0	0	0	0	0	0	0	0
"351"	"4e2cb829d5658fa6aa98bb18efca9627"	4	3	9	4	0	5	0	3	2	7	0	5	4	0	4	0	0	0	0	0	0
"352"	"5f31f09cff86cee2a98316ce61e8dce8"	0	0	3	0	2	0	4	2	4	4	3	3	6	0	3	0	5	7	0	4	0
"353"	"bcc56687dcd595ee3ee1f90b90d66ddb"	6	2	4	5	13	0	0	0	2	2	0	6	3	0	7	0	0	0	0	0	0
"354"	"8cbeab8ffeba2ef1f5ba83ff422bcb45"	2	5	5	2	10	2	0	0	2	4	1	4	7	3	1	2	0	0	0	0	0
"355"	"78a14d2f126598a8a4d77bad2ab1ff8d"	0	0	8	2	6	6	0	0	0	0	0	5	5	0	11	2	3	2	0	0	0
"356"	"6b6db4066b8012d1bdab42c0e228c82b"	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	15	8	19	0	0	0
"357"	"cf74deaae5bfc5670aee2b831a63443f"	0	3	14	6	0	0	0	0	0	0	0	6	7	0	9	0	0	0	0	5	0
"358"	"4e4b7c0000f3745cea16b6bcd78ce41f"	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	5	6	18	3	9	2
"359"	"5fa1a1a315d297d363b575296e15f77b"	10	4	0	0	0	4	0	0	7	0	8	8	4	4	0	0	0	0	0	1	0
"360"	"e5d2396ad38a5d97d007aa7d0822f30a"	2	0	3	0	0	8	5	4	4	1	0	0	0	0	1	7	5	7	2	0	0
"361"	"d80102dae80ba68178bfcfe8a77164dc"	0	0	0	0	0	9	7	0	7	2	0	0	8	0	5	0	4	7	0	0	0
"362"	"ef893a1a4b7a8a98265559cbcd7b3735"	4	2	7	6	5	0	0	0	3	4	5	0	7	0	6	0	0	0	0	0	0
"363"	"fc98a480a3c67d75a2c3e855a7540b2b"	4	0	7	0	13	7	0	0	0	3	2	4	1	2	4	0	2	0	0	0	0
"364"	"0382f140c677ce5fa5bb129a32d9b2a5"	0	0	10	4	0	0	0	0	2	5	1	6	9	9	3	0	0	0	0	0	0
"365"	"562df6feec9e53d018a31bd7fa2b9eea"	4	0	0	10	10	2	0	0	0	9	8	3	0	0	1	2	0	0	0	0	0
"366"	"f250519c1efbe979b58fccdcaf156df0"	0	3	10	3	7	6	0	0	2	0	0	4	0	2	4	0	0	8	0	0	0
"367"	"adba80e22920b627c0b75f97b1ed0a03"	0	0	0	0	0	0	0	1	14	0	0	0	0	0	0	4	6	11	4	6	3
"368"	"9cc1171fce26a49d73932c8d2000138a"	0	0	0	0	2	0	3	3	4	2	2	6	3	0	4	3	6	0	5	4	2
"369"	"310cfa5aad752f89b4630e965b901b5a"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	14	3	5	0
"370"	"1df65e6370ec739783206b2dce00d961"	1	0	6	0	3	0	0	0	0	15	4	11	5	3	0	0	0	0	0	0	0
"371"	"30e892408a09439bd528412d36388c96"	7	0	6	4	0	8	0	0	3	0	0	8	7	5	0	0	0	0	0	0	0
"372"	"3c168f66afc7cf464a8a12c5544d5420"	10	2	5	3	5	3	0	1	1	3	1	2	6	2	2	0	2	0	0	0	0
"373"	"118acffd44fe53a31dc322d352236331"	0	0	0	2	0	0	7	0	0	5	0	0	0	0	0	0	5	6	6	13	4
"374"	"dd76cdef975a019ebf41f0a6025db701"	0	6	8	0	18	0	0	2	0	0	5	0	6	0	3	0	0	0	0	0	0
"375"	"5146ca5445656f3ed38f1930a8c25009"	4	6	0	14	0	3	0	0	0	0	3	5	8	0	3	0	0	2	0	0	0
"376"	"662745ed87b9d86a38fcbdf0713507d9"	0	4	0	7	4	6	0	0	0	9	2	7	0	0	2	0	7	0	0	0	0
"377"	"e5d1b18356cad428852e43b14d8a96fd"	0	2	5	0	14	10	6	2	0	0	0	0	0	0	0	3	0	6	0	0	0
"378"	"6257d827114919f08c2db559b4f0397a"	0	0	0	12	0	0	1	0	5	0	6	0	17	0	7	0	0	0	0	0	0
"379"	"86e2116f95e1b1f1dcd7a000ad445a8c"	9	3	5	4	5	7	0	0	0	5	0	2	0	0	7	0	0	0	0	0	0
"380"	"67c4337f07274e3ced14652cb9e572b3"	3	1	4	0	0	0	0	0	4	7	5	16	0	3	4	0	0	0	0	0	0
"381"	"db11fa05f4ebecc4bd415680ef6fe606"	2	0	0	2	2	0	5	8	0	0	0	0	0	0	0	6	3	6	2	11	0
